Business_ID,Name,Address,Coordinates,Num_of_Reviews,Rating,Zip_Code,Cuisine
H87c1gVVCKneyI0LxaDFxQ,Corgi Jianbing,4405 Hunter St,"{'latitude': 40.7474918, 'longitude': -73.9433018}",33,4.5,11101,chinese
gQ6DNeLNWQV-zwWyuFeBpg,No. 1 Chinese Restaurant,10 S William St,"{'latitude': 40.7046671846472, 'longitude': -74.0105490435282}",169,3.0,10004,chinese
VbUy299ch56p4GYZTNDbvA,New Wonjo Restaurant,23 W 32nd St,"{'latitude': 40.74788, 'longitude': -73.98665}",1475,3.5,10001,chinese
IregrqaJgF9jEghC5yljFw,New Dynasty Chinese Restaurant,393 8th Ave,"{'latitude': 40.749512, 'longitude': -73.995766}",36,3.0,10001,chinese
AfF4zVbVI27zwgkzOLYDFg,Xi'an Famous Foods,648 Manhattan Ave,"{'latitude': 40.7243301734731, 'longitude': -73.9509299397469}",257,4.0,11222,chinese
DKGUSLiqNchBNatKoPM9QQ,Junzi Kitchen,2896 Broadway,"{'latitude': 40.8057641877461, 'longitude': -73.9652019005902}",208,4.0,10025,chinese
v5YA6gFdj1jwTpz0Kjpjqw,Krua,1764 1st Ave,"{'latitude': 40.78034, 'longitude': -73.94663}",101,4.5,10128,chinese
7DnZWIn1Dcsvq-_pIXXFZQ,Hortus NYC,271 5th Ave,"{'latitude': 40.745481, 'longitude': -73.986518}",418,4.5,10016,chinese
TMmiudSEF1PIXb8usY5c0Q,Valla Table,641 10th Ave,"{'latitude': 40.7619, 'longitude': -73.994186}",202,4.5,10036,chinese
SaZZ363k55_E61DgDJX6BA,Terry and Yaki,215 E 68th St,"{'latitude': 40.7673294649148, 'longitude': -73.9630373941956}",11,4.5,10065,chinese
8XJrpuI6RHMXmjrVzP03dw,Jing Li,27-35 Jackson Ave,"{'latitude': 40.74816, 'longitude': -73.94031}",15,3.5,11101,chinese
ikVDSp8YhAYuy0Lua1hpDA,Great Wall,2234 1st Ave,"{'latitude': 40.795074, 'longitude': -73.935684}",15,4.0,10029,chinese
QhE50zhSMnQaudpHW1jp7g,The Tyger,1 Howard St,"{'latitude': 40.71888, 'longitude': -73.99951}",419,4.0,10013,chinese
iueVEi_vQxdAzdXs-8Fvrg,Atami Japanese Fusion,1167 2nd Ave,"{'latitude': 40.76226, 'longitude': -73.9635}",172,4.0,10065,chinese
rPTX2J5KGDkN1QhPD-QOvg,Bites of Xi'an,318 Livingston St,"{'latitude': 40.68807, 'longitude': -73.98199}",199,4.5,11217,chinese
6OWMji5GiqRlRPZSb1lJ4A,Fay Da Bakery,321 W 6th Ave,"{'latitude': 40.73115, 'longitude': -74.00176}",246,4.0,10012,chinese
oEtZCrpEeQDYou3edW9hkw,Chen's Kitchen,301 Jackson St,"{'latitude': 40.74183, 'longitude': -74.03993}",23,4.0,7030,chinese
FXFQJmhK6elesopXdhjvFQ,Amber,103 W 70th St,"{'latitude': 40.77632084040014, 'longitude': -73.97993601948492}",153,4.0,10023,chinese
i6CpYdmMYoz712bRWTWVgQ,Piggyback by Pig and Khao,140 W 30th St,"{'latitude': 40.747961, 'longitude': -73.99163}",92,4.0,10001,chinese
tLg1gQ1tqYCT-5gGsOwHfA,Hannah Fun Chinese Restaurant,6619 Bergenline Ave,"{'latitude': 40.79401, 'longitude': -74.01282}",15,4.5,7093,chinese
EV2grf7NhNHQTmBXfu1-NA,Dragon Gate Chinese Cuisine,1944 37th St,"{'latitude': 40.778622, 'longitude': -73.9026148701016}",36,4.0,11105,chinese
YIwYw_A_LRwK66HBTzogYQ,Xing's Chef,46-20 Ditmars Blvd,"{'latitude': 40.7701092079077, 'longitude': -73.9021204913637}",96,4.0,11105,chinese
rCtsqHtOAOjZ7EUQDFRSbA,Pinto Garden,117 W 10th St,"{'latitude': 40.734882, 'longitude': -73.9994844}",428,4.0,10011,chinese
fVPF1SCGg37D8gRw1UQIuQ,King Dragon,1548 Madison Ave,"{'latitude': 40.79287, 'longitude': -73.95035}",17,3.0,10029,chinese
GCcJqfBm3Fq-ccYwit6xcw,Asian Taste,199 E 3rd St,"{'latitude': 40.7228795731505, 'longitude': -73.9829911834261}",27,4.0,10009,chinese
RUnj4RTVOSbbHE5zyguhrg,No 1 Flower Drum House,21-05 31st St,"{'latitude': 40.777674, 'longitude': -73.908463}",99,3.5,11105,chinese
GfLL6-n6UNZ07SEHfjeIgA,Mee Sum Cafe,26 Pell St,"{'latitude': 40.715045, 'longitude': -73.998291}",60,4.0,10013,chinese
vSkCDRWX6VvP4PJHHFgoDw,New King Wok Restaurant,2025 7th Ave,"{'latitude': 40.8064728, 'longitude': -73.9498444}",20,3.5,10027,chinese
gpt2U4ecZSCLmgVQPtkzbA,Cha Pa's Noodles And Grill,314 W 52nd St,"{'latitude': 40.7637, 'longitude': -73.98615}",712,3.5,10019,chinese
hDT_KAXQgHpchcwG5_gv0Q,Wu & Nussbaum,2897 Broadway,"{'latitude': 40.8061199195632, 'longitude': -73.9657058939338}",96,3.5,10025,chinese
i2sHvYTM-vuvqqmgbFZwnQ,Cha Kee,43 Mott St,"{'latitude': 40.71519, 'longitude': -73.99886}",91,3.5,10013,chinese
Cyv-tW4BljwWnP16HI_zAg,Taste Kitchen,316 W 36th St,"{'latitude': 40.75374, 'longitude': -73.99342}",49,3.0,10018,chinese
GzY2EjCmGNgvRd7IE20fTA,Wei West,235 Murray St,"{'latitude': 40.7149792560543, 'longitude': -74.0148960394593}",236,3.0,10282,chinese
RoXFN-T1s6moM5smbY_5Gw,Mee Noodle Shop,795 9th Ave,"{'latitude': 40.7653751, 'longitude': -73.9879042}",562,3.0,10019,chinese
iIe2lUlqiu1ibuSb37q_eg,Dragon One Chinese Restaurant,2076 8th Ave,"{'latitude': 40.80204129450055, 'longitude': -73.95676481379427}",19,3.0,10026,chinese
AvTezlpt3GXTdSEnXbHP4w,Fatima's Halal Kitchen,83-25 Parsons Blvd,"{'latitude': 40.71496339999999, 'longitude': -73.80743509999999}",421,4.0,11432,chinese
ykf5siP-2CXY3leFbeeabQ,An'Nam,234 W 48th St,"{'latitude': 40.7605285644531, 'longitude': -73.9863891601562}",362,4.0,10036,chinese
R7mKCkD9ZZfeec92GW7esQ,Bangkok 2 Thai,349 1st Ave,"{'latitude': 40.7352413982153, 'longitude': -73.9798079431057}",217,4.0,10010,chinese
55jx0bYJ-odyqKKSrDXtPA,MIGHTY Bowl,817 2nd Ave,"{'latitude': 40.75099515490632, 'longitude': -73.97160693756847}",162,4.0,10017,chinese
4--r7DCu5l9UEIjs4OwKSQ,Gem Bing Shop,9 St Marks Pl,"{'latitude': 40.729444, 'longitude': -73.989067}",86,4.0,10003,chinese
3fBiB3slTfBpmf39vD7sJw,Jade Garden,4028 Broadway,"{'latitude': 40.841846, 'longitude': -73.938944}",108,3.5,10032,chinese
AybQUv47u16bwg83kqNf5w,Wan Wan,209 Mulberry St,"{'latitude': 40.7218, 'longitude': -73.99643}",67,4.5,10012,chinese
51DwJDP5TOlsCQYc0GQdVQ,West Place,1288 Amsterdam Ave,"{'latitude': 40.8116735, 'longitude': -73.957693}",60,3.0,10027,chinese
fUcjBGgmTlvxXn2azvAijw,Yumpling,49-11 Vernon Blvd,"{'latitude': 40.7457004084977, 'longitude': -73.95451974123716}",362,4.5,11101,chinese
9WVVVBcW5AzptksXe1RAQQ,Salt & Ginger,313 Grove St,"{'latitude': 40.71925, 'longitude': -74.04336}",22,4.5,7302,chinese
4UaeyfC4XYi-Dibn053xzQ,Uncle Luoyang,610 Amsterdam Ave,"{'latitude': 40.80019842750732, 'longitude': -73.96613205041436}",4,3.5,10024,chinese
O8i5XlvcfzH1q-wpfURrpg,Ayada Thai - Chelsea Market,75 9th Ave,"{'latitude': 40.74268377235652, 'longitude': -74.00618912427079}",229,4.5,10011,chinese
wPL0epJzosoFRYox1a5lvA,New Golden Star,4247 Broadway,"{'latitude': 40.8498685, 'longitude': -73.9362273}",122,4.0,10033,chinese
U2aUFZARLeSMf4RQIxjuTw,Lucky House Kitchen,343 Lewis Ave,"{'latitude': 40.6838402152061, 'longitude': -73.9351565390825}",125,4.5,11233,chinese
mL43TXtc0WlFCfhlN0ziHQ,Shun Cheong Chinese Kitchen,2 W 111th St,"{'latitude': 40.79753, 'longitude': -73.94915}",14,3.0,10026,chinese
xOL2SC34gdhKHSbyaDz9BA,Pearls Chinese Restaurant,689 9th Ave,"{'latitude': 40.7619901, 'longitude': -73.9903719}",169,3.0,10036,chinese
ZdLS7gD1ulmCPkqNc9_S3A,Keming Restaurant,1006 Washington St,"{'latitude': 40.74893, 'longitude': -74.02772}",202,4.0,7030,chinese
5-cv4xv4IBao7N1LSH6tHA,Der Krung Thai Cuisine,860 9th Ave,"{'latitude': 40.7670715, 'longitude': -73.9861371779099}",275,4.0,10019,chinese
UFeM5FPHjl1y8RQ4tvBSog,Happy Family Chinese Restaurant,500 W 43rd St,"{'latitude': 40.7601737976074, 'longitude': -73.9955139160156}",112,2.5,10036,chinese
2fZhuDglZd7ezwTACqIs-w,Vanessa’s Dumpling House,1623 2nd Ave,"{'latitude': 40.77689383926089, 'longitude': -73.95270970510296}",24,4.0,10028,chinese
gEaZtaUQyGsp-O4AVcJWeg,Mama’s Cupboard,235 E 53rd St,"{'latitude': 40.757323, 'longitude': -73.967928}",96,4.5,10022,chinese
I7z828r-k_shx2JbqL2DeQ,Little Myanmar,150 E 2nd St,"{'latitude': 40.72300252512418, 'longitude': -73.98551929999999}",65,4.0,10009,chinese
vQe7_ZW_jBSWKtgSiXGIOA,Soup Dumpling Plus,1550 Lemoine Ave,"{'latitude': 40.84757, 'longitude': -73.9706099}",1213,4.5,7024,chinese
jO6NX93q_fYwYTHkqJ57Dg,Six Happiness 六福,711 2nd Ave,"{'latitude': 40.74757315567081, 'longitude': -73.97408861583824}",133,2.5,10016,chinese
CesS-E8Q3ztX6VnkXO6wBg,Chinese Tuxedo,5 Doyers St,"{'latitude': 40.7143299, 'longitude': -73.99804}",421,4.0,10013,chinese
0eLtFI6MeEYM2rlMtcjRaQ,E.A.K. RAMEN and IZAKAYA by MACHIDA SHOTEN Hell’s Kitchen,360 W 46th St,"{'latitude': 40.76055191347044, 'longitude': -73.99018342883555}",241,4.0,10036,chinese
XoxEVVf5Ci8nibQ-Q4P0nQ,Chinese Musician Restaurant,151 Greenpoint Ave,"{'latitude': 40.73042, 'longitude': -73.9537321}",148,3.0,11222,chinese
br6HJD_UZ_LSU36tBZGSuw,Tada Noodles,2323 Borden Ave,"{'latitude': 40.740157, 'longitude': -73.946535}",49,4.0,11101,chinese
DJTvIuXvjoYsypytSD5qJw,Gyeonghoeru Korean,1355 16th St,"{'latitude': 40.8449793520601, 'longitude': -73.9802233502269}",118,4.0,7024,chinese
y8Z9Tos6qtDVd0X0QVm70g,Yoan Ming Garden,1407 Madison Ave,"{'latitude': 40.78819, 'longitude': -73.95328}",47,3.0,10029,chinese
ZlUU_DPlJTBLyUpBL2niKw,Luscious Thai,1099 1st Ave,"{'latitude': 40.76047, 'longitude': -73.96157}",264,4.0,10065,chinese
FlZ1zdVEKWv7dwqm8Uw8-w,Raku,342 E 6th St,"{'latitude': 40.7264988089246, 'longitude': -73.9866526052356}",1477,4.5,10003,chinese
RQRQOO_CGhj16AIz4KqlQA,Fu Zhou Wei Zhong Wei Jia Xiang Feng Wei,88 E Broadway,"{'latitude': 40.713837, 'longitude': -73.99414}",55,4.5,10002,chinese
W23yXhj_Dqp1SCoLX-R9Sw,King Wang's,522 Columbus Ave,"{'latitude': 40.786064, 'longitude': -73.972712}",62,5.0,10024,chinese
VG0XPr9jSrgd8p5WPD1HaQ,Ollies To Go,307 E 77th St,"{'latitude': 40.771918, 'longitude': -73.955451}",98,3.5,10075,chinese
iUEvASoukxI6vrCYWYyK8g,Kati Shop,162 E 55th St,"{'latitude': 40.75899, 'longitude': -73.96883}",198,4.5,10022,chinese
f_OiLWqldSmNy1MAvtWlPQ,Cyclo,5-51 47th Ave,"{'latitude': 40.745714, 'longitude': -73.953549}",640,4.0,11101,chinese
PjbB73stmWEsRgF_uHa2iQ,Thai Noodle House,74 5th Ave,"{'latitude': 40.73564, 'longitude': -73.99409}",10,2.5,10003,chinese
2YYXbDTL9G6LyuNvZGCvyQ,Astoria Dragon and Phoenix,29-21 Astoria Blvd,"{'latitude': 40.770487844385265, 'longitude': -73.91895974878074}",22,4.0,11102,chinese
d6pcRMV1YUDFTKO_p9d-sA,Wong Kwong Hop,85-27 Grand Ave,"{'latitude': 40.735727, 'longitude': -73.88152}",91,4.5,11373,chinese
AEHojbCPCrIhTko7olaqTg,Lil Chef Mama,27 Cliff St,"{'latitude': 40.708453, 'longitude': -74.005321}",113,4.5,10038,chinese
8ObY1IkKWvx99nIOqRBshA,Chi Dumpling & Noodle,1 W 59th St,"{'latitude': 40.764227506361664, 'longitude': -73.97427562766836}",46,2.0,10019,chinese
d6i6sGHtPmyUkHze5S1lIQ,Hunan House I,382 Summit Ave,"{'latitude': 40.73047556900801, 'longitude': -74.06261066333289}",61,4.0,7306,chinese
KBZQN540Xz6LbXLRVOMc0w,Hunan Delight,1467 York Ave,"{'latitude': 40.770678, 'longitude': -73.951296}",203,3.5,10075,chinese
eEeBhw0UeyEyH5elwm9ULg,Juqi,133-36 37th Ave,"{'latitude': 40.760306588504996, 'longitude': -73.8335025}",92,4.0,11354,chinese
a-Bq_yXFVk2PptoWpmry3w,Pye Boat Noodle,35-13 Broadway,"{'latitude': 40.76043, 'longitude': -73.92152}",975,4.5,11106,chinese
YigPOZxASGQX1IniEyCp8g,La Dinastia,145 W 72nd St,"{'latitude': 40.77833, 'longitude': -73.98022}",194,3.5,10023,chinese
DiNkdAL8ns1v3S3WfUGVwA,Green Garden,1202 Washington St,"{'latitude': 40.7513478, 'longitude': -74.0268307}",53,3.5,7030,chinese
E1HXa-a-j7LCDMXb3QLBHQ,Mr Z Dim  Sum,313 6th Ave,"{'latitude': 40.731, 'longitude': -74.00198}",17,4.0,10014,chinese
L37A2JWXfwR_PgKColA8xA,Big Wong,67 Mott St,"{'latitude': 40.71627244103162, 'longitude': -73.99827844267524}",1549,3.5,10013,chinese
ovOupYdkZOWUeDMOdt--ng,China North Dumpling 北方鍋貼,27 Essex St,"{'latitude': 40.7158, 'longitude': -73.9898}",362,4.0,10002,chinese
IQ91FltwJmIPhS6fKKf2pw,China 1 Kitchen,609 Main St,"{'latitude': 40.7632023290684, 'longitude': -73.9490040654764}",69,3.0,10044,chinese
DpfE0gPBXj-aj2pnEh4E2Q,Wei Williamsburg,145 Borinquen Pl,"{'latitude': 40.7107868, 'longitude': -73.9542168}",217,4.0,11211,chinese
ru9KtvY8f_b2SKrKwtS3CA,Lo-Fatt-Chow,720 Monroe St C-103,"{'latitude': 40.7474615723213, 'longitude': -74.0378006521148}",154,3.5,7030,chinese
nALIXRUb7yvg8ZCS68m8iw,No 1 Chinese Restaurant,2504 Palisade Ave,"{'latitude': 40.767345, 'longitude': -74.029036}",51,3.5,7086,chinese
lgHmMRBaU-48kGaNz3jYxg,Chairman Sun 国色天湘,47-30 Vernon Blvd,"{'latitude': 40.74465, 'longitude': -73.95375}",235,3.5,11101,chinese
aPThNhqjq5rfN9c8ykcarA,Mian Kitchen,1065 Ave Of The Americas,"{'latitude': 40.7533652220521, 'longitude': -73.9840016206238}",19,3.5,10018,chinese
nrsWSUJdNtOhV2UzPi-oOQ,La Preciosa China Restaurant,163 E 116th St,"{'latitude': 40.7985954284668, 'longitude': -73.940803527832}",32,3.0,10029,chinese
bivrss06gT7E37A0RnnkTw,Bangrak - Thai Restaurant,1750 2nd Ave,"{'latitude': 40.78116, 'longitude': -73.94913}",25,5.0,10128,chinese
_c0MxccsmIBZcGLJpb4nSA,NaNa Thai Street,31 E 21st St,"{'latitude': 40.73954, 'longitude': -73.98854}",184,4.5,10010,chinese
OgWGHdj13_SZ8fN3RrwPcg,WontonTiva,90 Kent Ave,"{'latitude': 40.721489344968276, 'longitude': -73.9621174022164}",3,4.5,11249,chinese
3uJAt1EHG0x9pz_c91AHuQ,Peking Garden,3163 Broadway,"{'latitude': 40.8149986, 'longitude': -73.9592896}",34,3.5,10027,chinese
kYJbGSjyXocbRrgMV-zExg,Six Happiness,1413 2nd Ave,"{'latitude': 40.77001, 'longitude': -73.95782}",141,3.0,10021,chinese
4npQPrRezdLIkKWMdXpjFA,The Monkey King,1329 Willoughby Ave,"{'latitude': 40.7064711, 'longitude': -73.9209643}",73,4.5,11237,chinese
5KDfEi17KRFD1TrzZyT4lQ,Profit Chinese Restaurant II,643 2nd Ave,"{'latitude': 40.74565, 'longitude': -73.9755799}",44,3.0,10016,chinese
xNLwx39xvgn95aTzGLpQBw,Ja Moy kitchen & bar,208 Thompson St,"{'latitude': 40.72871, 'longitude': -73.99932}",10,5.0,10012,chinese
ZBuUVSietNeZ0sCD7Z7Hdg,Crispy Bamboo Village,2526 Frederick Douglass B,"{'latitude': 40.8160789713508, 'longitude': -73.9466381763074}",24,4.5,10030,chinese
Sqp7ukA0qpGcqWbDgMSOCA,Radiance Noodle Bar,805 3rd Avenue - Atrium,"{'latitude': 40.755573, 'longitude': -73.970648}",20,3.0,10022,chinese
VQ5YGa4L4AT3ugF61hM9qQ,Zongzi lady,Chrystie St Grand St,"{'latitude': 40.7181661, 'longitude': -73.9938466}",76,5.0,10002,chinese
0GftSP2dRwEzujkv2VKIgA,Wok Wok Southeast Asian Kitchen,11 Mott St,"{'latitude': 40.7140555, 'longitude': -73.9988387116394}",1156,4.0,10013,chinese
khEsiq_isObizKE_RuP3Sw,King's Wok,3575 Broadway,"{'latitude': 40.82762, 'longitude': -73.9499}",31,4.0,10031,chinese
KEWIhmU2R2kZH3BtARkWlg,Nuan Xin Rice Roll,67A Eldridge St,"{'latitude': 40.71665, 'longitude': -73.99284}",51,4.5,10002,chinese
k_y6o8zqI3cODdKABwWZ9g,China Garden,133 Irving Ave,"{'latitude': 40.703364, 'longitude': -73.921517}",18,4.5,11237,chinese
rHA9M0XOJL6O11xaEiDurA,New Kam Lai,708 Amsterdam Ave,"{'latitude': 40.7988096, 'longitude': -73.96714639885978}",73,3.0,10025,chinese
AbfZkSRMtiHE3naWrN-0Eg,Fei Ma,79 Ave A,"{'latitude': 40.725114, 'longitude': -73.9845239}",60,3.5,10009,chinese
2rqb2T5IS2D7A6UB5QwNKw,Yun Nan Flavor Garden,5121 8th Ave,"{'latitude': 40.639996, 'longitude': -74.004509}",334,4.0,11220,chinese
cXDdNolqmPviuRWpdOs9kQ,Sky Dragon,2135 2nd Ave,"{'latitude': 40.79310993465737, 'longitude': -73.94088741391897}",3,2.5,10029,chinese
AEkpyAGcVe5NgH2Nb7fCNQ,Nuevo Jardin De China Restaurant,3205 Broadway,"{'latitude': 40.7615513755699, 'longitude': -73.9243148820204}",237,3.5,11106,chinese
oTkzgr7hzOAdlP99Auj3GQ,Momosan Ramen & Sake - New York,342 Lexington Ave,"{'latitude': 40.74993, 'longitude': -73.97746}",1797,4.0,10016,chinese
K0qsGnFv-edPDqVBdLCocQ,China Garden,39-20 47th Ave,"{'latitude': 40.74166, 'longitude': -73.92577}",79,4.0,11104,chinese
-Q8MYIWoE4EsGQtudIOY0w,Bua Thai Ramen & Robata Grill,1611 2nd Ave,"{'latitude': 40.7763615, 'longitude': -73.95308}",1967,4.5,10028,chinese
KUEwlsurqKAl6JcAxzVAvA,Mr Bing,180 Maiden Ln,"{'latitude': 40.754464, 'longitude': -73.976746}",2,5.0,10038,chinese
6ZZUTGtH25tLN1SiM029ig,Yum Yum Too,662 9th Ave,"{'latitude': 40.76098, 'longitude': -73.99047}",518,3.5,10036,chinese
Aeiyyowii5GBL9Y-SjTxvg,Xin Lin Chinese Restaurant,4507 Park Ave,"{'latitude': 40.77735, 'longitude': -74.0187399}",26,4.0,7087,chinese
-4pRolL6EQddbv4iHrIZwQ,Panda Express,1277 1st Ave,"{'latitude': 40.7658172332478, 'longitude': -73.9577729254961}",108,3.0,10065,chinese
js7pXIr0lGoTd_6HPMPckg,Okdongsik,13 E 30th St,"{'latitude': 40.74561, 'longitude': -73.98543}",99,4.5,10016,chinese
zqyGYIiCXL1Hz8KVZxbylQ,Hello Saigon,180 Bleecker St,"{'latitude': 40.7289399955423, 'longitude': -74.0009501203895}",383,4.0,10012,chinese
dv-RaOwKFizDe4c5-sVJ5w,Peking BBQ,58-11 Woodside Ave,"{'latitude': 40.7457277, 'longitude': -73.9062112}",288,4.0,11377,chinese
l1JP5MiQja95rF99qeJ1zw,Golden Wok,1770 Amsterdam Ave,"{'latitude': 40.827003, 'longitude': -73.946723}",60,3.5,10031,chinese
KkPanVlxtpsuG0V0IlEchg,Szechuan,1347 2nd Ave,"{'latitude': 40.768131, 'longitude': -73.959197}",2,3.5,10021,chinese
LpSjWO4ZU6rbxGUetRp1mA,King Dumplings,74 Hester St,"{'latitude': 40.71605, 'longitude': -73.99169}",239,4.5,10002,chinese
vsFGj_fQkrTmEoLaXU3DCA,Happy Family,500 West 43 St,"{'latitude': 40.760041, 'longitude': -73.995479}",4,3.0,10036,chinese
7g9GDy7rPg6yVs4RjTm9FQ,Number Eleven Food Store,342 Garden St,"{'latitude': 40.74151, 'longitude': -74.03173}",12,5.0,7030,chinese
7FeUdDizBscZueMDaKdjGQ,Ellie's Chinese Restaurant,1570 2nd Ave,"{'latitude': 40.77493, 'longitude': -73.95366}",20,3.0,10028,chinese
Cebmp5-kEcdb4dBPrMKkWg,MayRee,58 E 1st St,"{'latitude': 40.72374, 'longitude': -73.9893}",23,5.0,10003,chinese
zqi2taRgN5VzkEMQGOMQHg,Shanghai Sogo,36 W 47th St,"{'latitude': 40.757195, 'longitude': -73.980431}",13,3.0,10036,chinese
pBIvJHn65iqlUh1L2tN-qg,TAO Downtown Restaurant,92 9th Ave,"{'latitude': 40.742543316070794, 'longitude': -74.00384559819703}",1665,3.5,10011,chinese
LhBZsjkb6aKdLIq9w9_J2w,Hong Kong,25-10 Broadway,"{'latitude': 40.76302, 'longitude': -73.92822}",66,3.0,11106,chinese
dpo_TBvuRi2nEzuVdO4AiQ,Mitr Thai,37 W 46th St,"{'latitude': 40.75688959835714, 'longitude': -73.9804147}",128,4.5,10036,chinese
PKkCtyZQpVEzivSF41ZgIw,Sunrise Chinese Restaurant,3320 Broadway,"{'latitude': 40.760806, 'longitude': -73.923281}",65,3.5,11106,chinese
er4E7VCjDo0xE_IPu5o6Ig,Pongsri Thai Restaurant,244 W 48th St,"{'latitude': 40.76071, 'longitude': -73.98652}",548,3.5,10036,chinese
9yTwuznxkJo9JZl7KBZ0zw,Hibachi Express,536 E 14th St,"{'latitude': 40.729499, 'longitude': -73.978765}",25,3.5,10009,chinese
TwxP5xU_xyzlf7SVzCnpuA,Proong Noodle Bar,347 1st Ave,"{'latitude': 40.73528, 'longitude': -73.98003}",193,4.5,10010,chinese
pYC8aaoUcPp1FaPqVojS5g,Grand Master 95,95 Chrystie St,"{'latitude': 40.71776, 'longitude': -73.99422}",52,5.0,10002,chinese
j9LAlbSiqGlvfAOt8LRRzQ,New Kam Lai,514 Amsterdam Ave,"{'latitude': 40.78701, 'longitude': -73.975899}",67,2.5,10024,chinese
f7jZvRH-h76F4emzvKytaQ,Tuk Tuk,4906 Vernon Blvd,"{'latitude': 40.743232, 'longitude': -73.954254}",758,4.0,11101,chinese
5sG_S51rleFhCKLgQpXc_g,New Sunny East 88,1680 1st Ave,"{'latitude': 40.777902, 'longitude': -73.94825}",81,3.5,10128,chinese
1zGj_OBB4Ne1BevScnWANQ,Yin Traditional Hot Pot,23-10 Jackson Ave,"{'latitude': 40.745783, 'longitude': -73.945178}",36,3.5,11101,chinese
XoJwcOxazBKvWikQCATS-w,East Flour,103 Christopher Columbus Dr,"{'latitude': 40.71946, 'longitude': -74.04346}",215,4.0,7302,chinese
1UtavhY5umBJPJkP2jJGMw,Memories of Shanghai,68-60 Austin St,"{'latitude': 40.722059732800346, 'longitude': -73.85061884110445}",237,4.0,11375,chinese
vQ2MwpkjcrF7uxs87oMeyw,Noona Noodles,11 W 32nd St,"{'latitude': 40.74761, 'longitude': -73.98631}",114,4.0,10001,chinese
83BXSwE0166sObnXLUE4bQ,Land,450 Amsterdam Ave,"{'latitude': 40.78497, 'longitude': -73.9772182}",1119,4.0,10024,chinese
VaDTMmv1Yq7A4xBhd1Mb_Q,Sanyuu West,228 W 18th St,"{'latitude': 40.74156, 'longitude': -73.99932}",61,4.5,10011,chinese
V-rY0hlPjAghV14jOlVUiQ,Nikko,1280 Amsterdam Ave,"{'latitude': 40.81156, 'longitude': -73.95781}",408,3.5,10027,chinese
-Exv1AEsaKU6Cdb2TO_ZUg,The Lobster Club,98 E 53rd St,"{'latitude': 40.758301, 'longitude': -73.971868}",134,4.0,10022,chinese
i4cyV13lYIS4mcJKZW75cA,Food Sing,172 Grand St,"{'latitude': 40.714324, 'longitude': -73.961257}",68,3.5,11211,chinese
tFAozE7NNbypnrr5zEt0bQ,Dim Sum Palace,27 Division St,"{'latitude': 40.714018, 'longitude': -73.996122}",14,4.0,10002,chinese
TWI3efEcCVsTErKFWz4Zqg,Nom Wah Nolita,10 Kenmare St,"{'latitude': 40.7204154878855, 'longitude': -73.9944789558649}",235,3.5,10012,chinese
ipv4lBvbfVzCnSahqrJckQ,Little Pepper,18-24 College Point Blvd,"{'latitude': 40.78245, 'longitude': -73.84618}",344,4.0,11356,chinese
JJJ9KQUja_ZWZoS3M2eFaQ,La Vie En Szechuan,14 E 33rd St,"{'latitude': 40.74758249423549, 'longitude': -73.98439530395629}",1,5.0,10016,chinese
BcOuqkUniZJG5NLpdzeOYQ,Friendly Restaurant,1205 40th Ave,"{'latitude': 40.7559963313064, 'longitude': -73.9424634196434}",68,3.5,11101,chinese
qLxTIOZSOBx3gkkOlPJJfQ,Tam Sang Thai Kitchen,230 7th Ave,"{'latitude': 40.744528, 'longitude': -73.995674}",3,4.5,10011,chinese
ezh0BG1qWKKLJa99gb-XzQ,Spice Spirit,900 Bergen Ave,"{'latitude': 40.7299773848248, 'longitude': -74.0650781984882}",70,4.0,7306,chinese
PLHPKk7wDlKDNyA1qowV4w,Zhongzhong Noodles - Bronx,657 E 189th St,"{'latitude': 40.85658, 'longitude': -73.88415}",55,4.5,10458,chinese
anayUOcPkiAvijszwOf_Rw,Spring Cafe,153D Centre St,"{'latitude': 40.71792, 'longitude': -74.00021}",184,4.5,10013,chinese
Nbqzy3ea5_x2zXWkdWlUIQ,Sake Bar Hagi,245 W 51st St,"{'latitude': 40.762764505922895, 'longitude': -73.9849770740243}",412,4.0,10019,chinese
g7LLglNkZODPM6VyIqiEAQ,Chick It Out,32-06 35th St,"{'latitude': 40.758389, 'longitude': -73.9240812}",36,4.5,11106,chinese
sb1_MyLHzmjV1Jk21pyOIA,Sao Mai,203 1st Ave,"{'latitude': 40.730362, 'longitude': -73.98362}",638,4.0,10003,chinese
3Qpi419I29t3sCHMzC_h-g,Harvest Chinese & Thai Cuisine,1502 1st Ave,"{'latitude': 40.7718201, 'longitude': -73.9526672}",110,3.5,10075,chinese
eZ_NxH1_S-neZTT7fxsXhA,Uncle Ted's,38 E 8th St,"{'latitude': 40.731190307290724, 'longitude': -73.99354494798258}",10,3.5,10003,chinese
6aOITRm4GrNbAJ9Li1J_yQ,Sanmiwago,98 Mott St,"{'latitude': 40.71718663968627, 'longitude': -73.9972861}",36,4.5,10013,chinese
_Acmtq5Nnv4Xmqmz914CUg,New Happy Joy Restaurant,760 10th Ave,"{'latitude': 40.765602, 'longitude': -73.990768}",18,2.5,10019,chinese
X5HmML-G--nt4lc5VQC2uQ,New Asia,666 Amsterdam Ave,"{'latitude': 40.7918192446232, 'longitude': -73.972065076232}",59,2.0,10025,chinese
